"","x"
"morland",3
"mortar",3
"mourner",3
"much--",3
"mud",3
"multipl",3
"naïveté",3
"namesak",3
"nature--",3
"near",3
"necessary--",3
"ness",3
"newcom",3
"noble_",3
"none--",3
"nonsuit",3
"nosegay",3
"nothing",3
"nous",3
"numer",3
"nurseryman",3
"obeah-woman",3
"obliged--",3
"occasion--",3
"ocean",3
"offend",3
"office--",3
"offici",3
"old-clothes-man",3
"olive-branch",3
"omnipotente_",3
"opinions--",3
"oratori",3
"organ",3
"orphan",3
"ortolan",3
"ottar",3
"outlaw",3
"outlin",3
"overspread",3
"overthrow",3
"packag",3
"paddock",3
"palat",3
"palliat",3
"palsi",3
"pannier",3
"paragon",3
"parallel",3
"parasol",3
"parley",3
"parlour-board",3
"partizan",3
"partridg",3
"patent",3
"patience--",3
"paused--",3
"pedant",3
"pen_",3
"pencil-cas",3
"penknif",3
"penuri",3
"perquisit",3
"perri",3
"person_",3
"perspect",3
"pertinac",3
"phantom",3
"piano",3
"picture-deal",3
"pill",3
"pinnacl",3
"piquet",3
"pis_",3
"play-bil",3
"play-hous",3
"playth",3
"pleasure.--",3
"pooh",3
"possible--",3
"post-boy",3
"post.--",3
"poulter",3
"poultry-yard",3
"powder",3
"power_",3
"prayer-book",3
"preach",3
"precipic",3
"predecessor",3
"prelud",3
"prince--",3
"princess",3
"print-shop",3
"problem",3
"profession--",3
"prologu",3
"promised--",3
"prosecut",3
"proteg",3
"public--",3
"pud",3
"pulpit",3
"push",3
"qu'il",3
"quassia",3
"quickly--",3
"radiant",3
"rant",3
"rat",3
"ration",3
"razor-strop",3
"re-",3
"reason--",3
"rebellion",3
"rebuk",3
"reception-room",3
"reckon",3
"recognit",3
"recollection--",3
"rectori",3
"regard--",3
"remiss",3
"remnant",3
"reprimand",3
"reprob",3
"repuls",3
"rescu",3
"reserved--",3
"retrench",3
"revenu",3
"revoc",3
"rhetor",3
"ringlet",3
"road--",3
"roar",3
"robber",3
"rod",3
"rogueri",3
"room--""",3
"routin",3
"rubbish",3
"rum",3
"rustic",3
"salari",3
"savag",3
"says--",3
"scarecrow",3
"scarlet",3
"scenes--",3
"sceptic",3
"school-fellow",3
"scope",3
"scratch",3
"scrawl",3
"scrutini",3
"sea-bath",3
"sealing-wax",3
"seem",3
"self-condemn",3
"self-delus",3
"self-indulg",3
"self-lov",3
"selfishness--",3
"seminari",3
"senat",3
"session",3
"seven--twenti",3
"shame--",3
"sharer",3
"shelf",3
"shepherdess",3
"shopkeep",3
"shopman",3
"short--",3
"shudder",3
"side--",3
"sideboard",3
"sigh_",3
"silli",3
"skinflint",3
"skreen",3
"slander",3
"slap",3
"slater",3
"slave-trad",3
"slaveri",3
"slip",3
"slyness",3
"smelling-bottl",3
"smile--",3
"sneer",3
"société_",3
"solut",3
"sons--law",3
"sort--",3
"south-east",3
"spaniard",3
"spectr",3
"spirit--",3
"spoke",3
"sposo",3
"spruce-b",3
"squabbl",3
"squireen",3
"stander-",3
"statut",3
"stealth",3
"stept",3
"sterl",3
"stir",3
"stool",3
"story--",3
"story-tel",3
"stud",3
"subsist",3
"sulki",3
"sullen",3
"summari",3
"sunday",3
"supercili",3
"superstit",3
"sure.--",3
"surfac",3
"surnam",3
"swan",3
"sway",3
"sweetmeat",3
"table--",3
"tambourin",3
"tap",3
"taunt",3
"teach",3
"tempera",3
"territori",3
"thick",3
"thicket",3
"thing.--",3
"thirty-on",3
"thrill",3
"throw",3
"time.--",3
"tippet",3
"tire",3
"title-de",3
"toilet",3
"tone--",3
"tone--""",3
"toss-",3
"track",3
"tradespeopl",3
"transform",3
"transpar",3
"trap-door",3
"trash",3
"tread",3
"treat",3
"treatis",3
"trelli",3
"trio",3
"triumph--",3
"trophi",3
"tumbl",3
"turnip",3
"twenty-on",3
"unanim",3
"unborn",3
"underl",3
"unison",3
"unpretend",3
"unsteadi",3
"upon--",3
"vanity--",3
"varnish",3
"vehicl",3
"verg",3
"verses--",3
"veteran",3
"view--",3
"vincent",3
"violin",3
"vogu",3
"void",3
"vouch",3
"vulgarian",3
"wander",3
"wardrob",3
"warfar",3
"warrior",3
"water-colour",3
"whereabout",3
"whist-tabl",3
"whomsoev",3
"willow",3
"winter--",3
"wise",3
"wit--",3
"wool",3
"worri",3
"wrapt",3
"wrath",3
"yee",3
"yes",3
"young--",3
"_against_",2
"_almost_",2
"_at",2
"_banishment_",2
"_be'd_",2
"_beau",2
"_bel",2
"_bon",2
"_but_",2
"_c_",2
"_cant_",2
"_chaperon_",2
"_chaperonage_",2
"_chef-d'oeuvre_",2
"_confidential_",2
"_digniti",2
"_entr",2
"_éperdument",2
"_esprit",2
"_fanci",2
"_fancy_",2
"_father_",2
"_feel_",2
"_feelings_",2
"_felt_",2
"_finesse_",2
"_folly_",2
"_for",2
"_fracas_",2
"_friend",2
"_frolic_",2
"_g_",2
"_gentleman_",2
"_gosshawk_",2
"_had",2
"_hauteur_",2
"_heard_",2
"_hers_",2
"_honour",2
"_if",2
"_if_--",2
"_ifs_",2
"_indisposition_",2
"_julia_",2
"_just_",2
"_last_",2
"_little_",2
"_love",2
"_make_",2
"_man_",2
"_management_",2
"_manner_",2
"_mauvai",2
"_mauvais",2
"_me_--",2
"_most_",2
"_mot_",2
"_motion",2
"_names_",2
"_near_",2
"_no",2
"_no_",2
"_not",2
"_nothing_",2
"_of_",2
"_osman_",2
"_ought_",2
"_party_",2
"_persiflage_",2
"_pis-aller_",2
"_place_",2
"_plaisirs_",2
"_pouf_",2
"_present_",2
"_presentiment_",2
"_private_",2
"_protégé_",2
"_push",2
"_quadrille_",2
"_quit",2
"_reality_",2
"_replication_",2
"_right_",2
"_say_",2
"_show_",2
"_sincer",2
"_sir",2
"_such_",2
"_take",2
"_take_",2
"_the_",2
"_theatre_",2
"_thus",2
"_times_",2
"_too",2
"_truth_",2
"_two_",2
"_understand_",2
"_up_",2
"_what_",2
"_when_",2
"_where_",2
"_wish_",2
"_with",2
"_within_",2
"_world_",2
"_you",2
"_your",2
"_yourself_",2
"_z_",2
"--""come",2
"--""mr",2
"--""pray",2
"--can",2
"--far",2
"--get",2
"--god",2
"--jane",2
"--just",2
"--keep",2
"--know",2
"--mani",2
"--nay",2
"--perhap",2
"--quit",2
"--say",2
"--sure",2
"--tell",2
"-clerk",2
"-word",2
".--""mrs",2
".--emma",2
".--let",2
".--stop",2
".--two",2
".--well",2
".--ye",2
".'--",2
".""--""",2
"abbey-ground",2
"abigail",2
"able--",2
"abroad--",2
"abstin",2
"ac-",2
"account--",2
"ach",2
"achiev",2
"acquitt",2
"acrimoni",2
"act--",2
"adept",2
"admiration--",2
"admonit",2
"ado",2
"adopt",2
"adul",2
"advantage_",2
"affairs--",2
"affection--",2
"affin",2
"afraid--",2
"afterpiec",2
"afterwards--",2
"age_",2
"aggrandiz",2
"agreeable--",2
"aisl",2
"alarmed--",2
"alehous",2
"algebra",2
"allen",2
"allur",2
"also--",2
"alterc",2
"altered--",2
"alway",2
"ambigu",2
"amiabl",2
"amoureux_",2
"analysi",2
"ancestri",2
"animation--",2
"another.--",2
"answered--""",2
"antidot",2
"anxiety--",2
"apathi",2
"apoplexi",2
"apparel",2
"appeal--",2
"appear--",2
"appeared--",2
"appel",2
"apple-dumpl",2
"apple-tart",2
"appurten",2
"aptitud",2
"arbit",2
"arbour",2
"archbishop",2
"architect",2
"area",2
"arm--arm",2
"armouri",2
"arquebusad",2
"artifici",2
"ask--",2
"asked--",2
"asparagus",2
"asper",2
"aspers",2
"assassin",2
"assiett",2
"assign",2
"atom",2
"attest",2
"aunt-duchess",2
"auster",2
"aviari",2
"axiom",2
"backward",2
"bad--",2
"bad.--",2
"badg",2
"baker",2
"balm",2
"balsam--",2
"bankruptci",2
"banquetting-hous",2
"bar--",2
"barclay",2
"barclay--",2
"baromet",2
"basilisk",2
"beach",2
"bed--",2
"bed-room",2
"beech",2
"beetl",2
"beggar-woman",2
"beginn",2
"beginning--",2
"behold",2
"being_",2
"bell--",2
"bell-ring",2
"bellami",2
"bidder",2
"bier",2
"bile",2
"billet_",2
"biographi",2
"bird--",2
"birth-day",2
"blackamoor",2
"blackguard",2
"blemish",2
"blessed",2
"blindfold",2
"bloodsh",2
"blunt",2
"boarder",2
"boat-hous",2
"body-cloth",2
"bon-mot",2
"bonus",2
"book-learn",2
"botani",2
"bough",2
"bound--",2
"brace",2
"branch_",2
"bravado",2
"brave",2
"breakfast--",2
"breaking-",2
"breviti",2
"brickbat",2
"bride--",2
"bridemaid",2
"brood",2
"brown",2
"brunt",2
"brutal",2
"bubbl",2
"buckl",2
"buffoon",2
"bulk",2
"bullet",2
"burial",2
"business_",2
"butt",2
"cachet_",2
"calico",2
"calumni",2
"came",2
"cameo",2
"can",2
"canal",2
"candelabra",2
"canva",2
"caramel",2
"card-parti",2
"cards--",2
"carrot",2
"cartes_",2
"case_",2
"casino",2
"cassock",2
"casuistri",2
"cavil",2
"caviti",2
"cent",2
"cessat",2
"chace",2
"champêtr",2
"champion",2
"chandler",2
"change--",2
"changed--",2
"character_",2
"chase",2
"cheerful",2
"cheerless",2
"chestnut",2
"chief-justic",2
"chill",2
"chocol",2
"christendom",2
"church--",2
"circumstances_",2
"climate--",2
"climax",2
"cloister",2
"clutch",2
"coachman--",2
"cobweb",2
"cockad",2
"cockchaf",2
"cockney",2
"cocoa",2
"code",2
"collar-bon",2
"collis",2
"colonnad",2
"colour--",2
"column",2
"comer",2
"coming--",2
"commands--",2
"commod",2
"commonplac",2
"communiti",2
"companion--",2
"companionship",2
"compar",2
"compliment--",2
"compliments--",2
"comprehend--",2
"con",2
"concerto",2
"concili",2
"concluded--",2
"conduct--",2
"confeder",2
"confi-",2
"connection--",2
"connexion--",2
"connoisseurship",2
"conquest--",2
"conservatori",2
"consolation--",2
"continued--""",2
"contus",2
"convivi",2
"convoy",2
"convulsions--",2
"cook<e2>",2
"coquette--",2
"corn",2
"coron",2
"cotillion",2
"count--",2
"country-hous",2
"country-seat",2
"course_",2
"court-dress",2
"cousins--",2
"crabstock",2
"crave",2
"creature_",2
"creature--",2
"crescent",2
"cricket",2
"crimson",2
"critiqu",2
"crooked",2
"crop",2
"cruelty--",2
"cucumb",2
"cue",2
"cuff",2
"cultur",2
"curv",2
"custodi",2
"d----d",2
"d-d",2
"d'affair",2
"daggers-draw",2
"dairi",2
"dairymaid",2
"dance--",2
"dances--",2
"dare--",2
"daughter--",2
"daughters--",2
"day-school",2
"day.--",2
"daybreak",2
"daytim",2
"dean--",2
"dearth",2
"debas",2
"debt--",2
"debts--",2
"decant",2
"decipher",2
"deck",2
"deer",2
"deform",2
"degree.--",2
"degrees--",2
"delight--",2
"delightful--",2
"delin",2
"delinqu",2
"demon",2
"denied--",2
"destroy",2
"devoir",2
"diari",2
"dictatorship",2
"diction",2
"die--",2
"diet",2
"difference--",2
"different--",2
"difficulty--",2
"diffus",2
"dining-t",2
"dinner-bel",2
"dinner-visit",2
"diploma",2
"directori",2
"dis-",2
"disadvantage.--",2
"disagre",2
"discomfort",2
"discord",2
"discovery--",2
"disengaged--",2
"disfavour",2
"displeased--",2
"disposition--",2
"disquiet",2
"disregard",2
"dissent",2
"ditto",2
"divin",2
"docket",2
"dolt",2
"doubl",2
"double-d",2
"double-deal",2
"doubt--",2
"dower",2
"downfal",2
"drawing--",2
"dresser",2
"dressing-gown",2
"dressing-t",2
"dressmak",2
"drift",2
"drolleri",2
"dryness",2
"duellist",2
"duenna",2
"dun",2
"duodecimo",2
"duty--",2
"dwelling-hous",2
"ear--",2
"earnest--",2
"east",2
"ebullit",2
"eclips",2
"eel-pi",2
"effect--",2
"egg-shel",2
"eggshel",2
"either--",2
"eject",2
"element",2
"eleph",2
"else_",2
"elsewher",2
"elucid",2
"em--duck",2
"embargo",2
"emblem",2
"embroc",2
"emissari",2
"emotion--",2
"en-",2
"enemy--",2
"engaged--",2
"engagement--",2
"engin",2
"englishwomen",2
"enorm",2
"enquir",2
"epoch",2
"era",2
"erect",2
"esprit_",2
"esquir",2
"esse_",2
"essenc",2
"estate--",2
"eve",2
"evening-parti",2
"evening.--",2
"every-day",2
"everybody--",2
"evil--",2
"evils--",2
"exalt",2
"excellence_",2
"exciseman",2
"excuse.--",2
"execution",2
"exemplif",2
"exempt",2
"exhibitor",2
"existence--",2
"expected.--",2
"expenc",2
"experience--",2
"expert",2
"expir",2
"explet",2
"exterior",2
"extort",2
"exuber",2
"eye-lash",2
"eyes_",2
"fabric",2
"faggot",2
"fairfax",2
"fairy-mount",2
"faltered--",2
"family_",2
"family-parti",2
"famin",2
"fashion.--",2
"fastidi",2
"fatal",2
"father_",2
"father.--",2
"father)",2
"fault--",2
"faut",2
"favour.--",2
"features--",2
"fect",2
"fee-simpl",2
"feelings.--",2
"fellow_",2
"fender",2
"fervour",2
"fide_",2
"fie",2
"fight",2
"figures--",2
"final",2
"fine--",2
"fir",2
"first--",2
"five--",2
"fix",2
"flake",2
"flambeau",2
"fling",2
"flower-pot",2
"folio",2
"followed--",2
"foot-",2
"footstool",2
"fopperi",2
"forenoon",2
"forerunn",2
"forev",2
"fork",2
"form--",2
"format",2
"formula",2
"fortnight--",2
"forty-f",2
"fox",2
"freak",2
"freke",2
"frequenc",2
"fresh-feel",2
"friend<e2>",2
"friends_",2
"frock",2
"frumpton",2
"furlong",2
"gabardin",2
"gallantry--",2
"galley-slav",2
"gamekeep",2
"gaol",2
"garraghti",2
"gasp",2
"gateway",2
"gauz",2
"general_",2
"generous_",2
"gentleman_",2
"gibberish",2
"giddi",2
"give",2
"given--",2
"glade",2
"glass-door",2
"gloss",2
"glove-money",2
"go-",2
"go.--",2
"god-daught",2
"godson",2
"goer",2
"gol",2
"gone",2
"good-morrow",2
"governor",2
"granted--",2
"grape",2
"grasp",2
"grate",2
"gratitude--gratitud",2
"great-coat",2
"great-grandfath",2
"great-uncl",2
"greenhous",2
"gripe",2
"grotto",2
"grounds.--",2
"grous",2
"grudg",2
"guesswork",2
"guineas--",2
"guitar",2
"gum",2
"hail",2
"hair--",2
"hairdress",2
"half-crown",2
"halfpenc",2
"hand_",2
"hand-barrow",2
"hangers-",2
"happened--",2
"hard-hearted",2
"harlequin",2
"harsh",2
"haste--",2
"haunt",2
"health--",2
"hears",2
"heart.--",2
"heartburn",2
"hearti",2
"heat--",2
"heedless",2
"heiress--",2
"helpless",2
"helpmat",2
"hem",2
"heralds'-offic",2
"heresi",2
"heret",2
"hermitag",2
"herodotus",2
"heroic",2
"heroine--",2
"hilar",2
"hind-quart",2
"hiss",2
"hollow",2
"honestly--",2
"honey",2
"honeymoon",2
"honor",2
"honte_",2
"hop",2
"hord",2
"horrour",2
"horsemanship",2
"horsepond",2
"horsewhip",2
"hothous",2
"house-maid",2
"hum",2
"humour--",2
"humourist",2
"hurrican",2
"hurst",2
"hush--",2
"hust",2
"huswif",2
"idolatri",2
"ignoramus",2
"ill-conduct",2
"ill-luck",2
"ill-treat",2
"illegitimaci",2
"illness--",2
"illumin",2
"imagination--",2
"imbecil",2
"immediately--",2
"importance--",2
"importun",2
"impostur",2
"impractic",2
"impromptus",2
"improved--",2
"imprud",2
"inact",2
"inan",2
"incens",2
"incit",2
"inclination.--",2
"incongru",2
"indemn",2
"indentur",2
"indifferent--",2
"indig",2
"indigest",2
"indisposition--",2
"indistinct",2
"inhuman",2
"ink-horn",2
"innuendo",2
"inquiries--",2
"inroad",2
"insid",2
"instance--",2
"instant--",2
"instrument--",2
"intermarriag",2
"interposit",2
"interrog",2
"interrogatori",2
"intervent",2
"into_",2
"invari",2
"irksom",2
"ironi",2
"isl",2
"jade",2
"jantlemen",2
"japan",2
"jaw",2
"jealousy--",2
"jerk",2
"jest--",2
"john--",2
"joy--",2
"jurisdict",2
"keepsak",2
"keg",2
"kept--",2
"key-hol",2
"kill",2
"kin",2
"kindness--",2
"kindness.--",2
"kitchen-garden",2
"kite",2
"knapsack",2
"knight_",2
"knighthood",2
"knows_",2
"l'éloquenc",2
"lady_",2
"lady-day",2
"ladyship_",2
"ladyship--",2
"lame",2
"landhold",2
"language--",2
"lapdog",2
"late",2
"late--",2
"latter--",2
"laughed.--""",2
"laughing--",2
"laughing-stock",2
"laundry-maid",2
"lavender-wat",2
"lawyer--",2
"leading-str",2
"legisl",2
"lemon",2
"lemonad",2
"let",2
"letter-cas",2
"letter.--",2
"letters--",2
"liar",2
"libertin",2
"liberty--",2
"lieutenant-colonel--",2
"life--nev",2
"lifetim",2
"lili",2
"living--",2
"locker",2
"longer--",2
"look-",2
"looker-",2
"lookers-",2
"lookout",2
"loom",2
"lord-lieuten",2
"lore",2
"loud",2
"lounger",2
"love-match",2
"loved--",2
"lovers--",2
"luck--",2
"lumber",2
"lunch",2
"lustr",2
"lydia",2
"madman",2
"magnanimity--",2
"mai",2
"maidserv",2
"malt-tax",2
"man--war",2
"mandragora",2
"manner:",2
"mantua-mak",2
"manufactori",2
"marmalad",2
"marrying--",2
"martinet",2
"martyrdom",2
"match--",2
"medallion",2
"mediocr",2
"medley",2
"men--",2
"men-serv",2
"mercenari",2
"mercy--",2
"mère_",2
"metal",2
"metamorphos",2
"metamorphosi",2
"metaphor",2
"metaphys",2
"metaphysician",2
"midshipmen",2
"mieux_",2
"miles--",2
"mileston",2
"mind--oh",2
"miner",2
"minutes--",2
"minutiæ",2
"mis-manag",2
"mischief-mak",2
"missionari",2
"mistress--",2
"mitchel",2
"moderate--",2
"modern--",2
"moment.--",2
"moments--",2
"money_",2
"money-bag",2
"moneygawl",2
"monopoli",2
"months--",2
"mortgag",2
"mote",2
"motives--",2
"mouse-trap",2
"mover",2
"muff",2
"muffin",2
"music--",2
"must",2
"must--",2
"myself_",2
"mysteries--",2
"nail",2
"name:--",2
"names--",2
"nature.--",2
"nervous",2
"netting-box",2
"nettl",2
"new",2
"newmarket",2
"next--",2
"night-cap",2
"nightmar",2
"noble--",2
"noise--",2
"nook",2
"north-east",2
"nothing-mean",2
"nourish",2
"nous_",2
"novel--",2
"novelist",2
"novels--",2
"now.--",2
"oath--",2
"obeah-women",2
"objection--",2
"obliging",2
"obsequi",2
"observation.--""",2
"obtrus",2
"occupi",2
"ode",2
"offence--",2
"orbit",2
"orderli",2
"orders--",2
"orgeat",2
"orgi",2
"ormond",2
"ostrac",2
"otter",2
"out",2
"outhous",2
"outset",2
"overcome--",2
"p.s.--",2
"pain.--",2
"palisad",2
"panel",2
"panic",2
"panniers_",2
"pantomim",2
"pantri",2
"paper--",2
"par",2
"paraphernalia",2
"park--",2
"park-gat",2
"parlour-door",2
"particular_",2
"particulars--",2
"partit",2
"partner--",2
"party-spirit",2
"party.--",2
"pass--",2
"passion_",2
"pastur",2
"patch",2
"patrimoni",2
"pattern-women",2
"paused.--",2
"paw",2
"pays_",2
"peace-mak",2
"peacock",2
"peal",2
"peasant",2
"pedantri",2
"peer",2
"pencil--",2
"people_",2
"per-",2
"perch",2
"perfidi",2
"permit",2
"persona",2
"pert",2
"petition",2
"petto",2
"petul",2
"peu_",2
"phenomenon",2
"philipp",2
"philosophe_",2
"philosopher--",2
"pianoforte--",2
"picture--",2
"picture-room",2
"pimpl",2
"pine",2
"pineri",2
"pink",2
"pity--",2
"planet",2
"plantain",2
"plaster",2
"platform",2
"playfellow",2
"pleader",2
"pledg",2
"plight",2
"plump",2
"plung",2
"pocketbook",2
"politeness--",2
"pond",2
"poor",2
"poppi",2
"porridg",2
"portico",2
"portmanteaus",2
"post-hors",2
"post-mark",2
"postchais",2
"postman",2
"postmark",2
"pour",2
"power--",2
"preambl",2
"precinct",2
"precursor",2
"predomin",2
"prelat",2
"presence-chamb",2
"presently--",2
"pretti",2
"pretty--",2
"preval",2
"private--",2
"prize-money",2
"prompt",2
"pronoun",2
"pronunci",2
"proof--",2
"propensities--",2
"properly--",2
"protectress",2
"protege",2
"puddl",2
"punch-bowl",2
"puppet",2
"puppyism",2
"questions--",2
"quincunx",2
"quit-rent",2
"quota",2
"race-ground",2
"rack",2
"rantipol",2
"rapac",2
"rariti",2
"razor",2
"read--",2
"reading-parti",2
"ready--",2
"realiz",2
"really--",2
"reappear",2
"reasons--",2
"rebel",2
"recal",2
"recreat",2
"recrimin",2
"redempt",2
"reel",2
"refut",2
"regiment.--",2
"reiter",2
"relic",2
"relinquish",2
"reliqu",2
"remot",2
"rendezv",2
"renown",2
"rent-rol",2
"renter",2
"repar",2
"reparte",2
"reputation--",2
"required--",2
"reserve--",2
"resignation--",2
"resolved--",2
"resort",2
"resources--",2
"result--",2
"reticul",2
"returned--",2
"revolt",2
"reynold",2
"rhodomontad",2
"rich--",2
"ridg",2
"right.--",2
"rigid",2
"rim",2
"rind",2
"robberi",2
"rochfort",2
"rock--",2
"roman",2
"rope",2
"rose-tre",2
"rough",2
"rudiment",2
"ruler",2
"rush",2
"rushlight",2
"rut",2
"sack",2
"sad-yellow-fli",2
"saddl",2
"safe",2
"safeguard",2
"salmon",2
"saloon--",2
"sampl",2
"sandwich",2
"satisfaction--",2
"saucer",2
"saunter",2
"saying--",2
"scabbard",2
"scarciti",2
"school-boy",2
"schoolroom",2
"science--",2
"scot",2
"sea--",2
"sea-chart",2
"sea-shor",2
"sea-wat",2
"seamen",2
"seconds--",2
"secret--",2
"sedat",2
"see-saw",2
"seed",2
"seem--",2
"select",2
"self-conceit",2
"self-control",2
"self-decept",2
"self-examin",2
"self-gratul",2
"self-suffici",2
"semicircl",2
"sensibility--",2
"sentiments--",2
"ser-",2
"seraglio",2
"serious--",2
"seventy-six",2
"sex_",2
"shave",2
"shebeen-hous",2
"shed",2
"shelv",2
"shepherd",2
"shield",2
"shine",2
"shipboard",2
"shirt",2
"showman",2
"shrewd",2
"shrug",2
"side-glass",2
"sighed--",2
"sight--",2
"sign--",2
"signific",2
"simil",2
"simpl",2
"singing-bird",2
"sinner",2
"siren",2
"slab",2
"sleeper",2
"slit",2
"smart",2
"smile--""",2
"smirk",2
"sneez",2
"soldieri",2
"something--",2
"sorrow--",2
"spar",2
"speaks--",2
"spear",2
"speech--",2
"spire",2
"spirits--",2
"spit",2
"split",2
"sprain",2
"spring--",2
"squeez",2
"stab",2
"stable-boy",2
"staff",2
"stage-play",2
"stagnat",2
"stairs--",2
"stall",2
"standers-",2
"starl",2
"start--",2
"starve--",2
"stateli",2
"steak",2
"steel",2
"stern",2
"stigma",2
"stoicism",2
"stopped.--emma",2
"stopt",2
"stove",2
"stranger--",2
"stratagem",2
"streamer",2
"strength--",2
"stress",2
"strip",2
"stumbling-block",2
"style_",2
"suaviti",2
"sub-sheriff",2
"subjug",2
"subordin",2
"subterfug",2
"success--",2
"suffrag",2
"sugar",2
"suicid",2
"suit_",2
"sultan",2
"summer-hous",2
"summer-tim",2
"sunris",2
"sunset",2
"superintend",2
"superior.--",2
"supin",2
"supposed--",2
"surfeit",2
"surplic",2
"surprise--",2
"surprised--",2
"surprize--",2
"surri",2
"sweetbread",2
"swift",2
"swindler",2
"sympathy--",2
"tail",2
"take--",2
"talents--",2
"talisman",2
"talk--",2
"talli",2
"tart",2
"taste_",2
"tavern",2
"tea--",2
"tea-board",2
"teacup",2
"team",2
"teen",2
"tell-tal",2
"temer",2
"tenour",2
"tens",2
"tenth",2
"terra",2
"terrier",2
"terror--",2
"text",2
"that_",2
"thi",2
"thiev",2
"thing--even",2
"things_",2
"thirst",2
"threshold",2
"throng",2
"throng--",2
"tile",2
"tin",2
"tinctur",2
"tint",2
"tion",2
"tittle-tattl",2
"to_",2
"tombston",2
"ton_",2
"toothach",2
"toothpick",2
"topsy-turvi",2
"toss",2
"touched--",2
"tout",2
"toward",2
"toy",2
"traitor",2
"tranc",2
"transfer",2
"transgress",2
"transient",2
"transmiss",2
"transplant",2
"travellers--",2
"trees--",2
"trellic",2
"tress",2
"trictrac",2
"trinket",2
"trinket-box",2
"trip",2
"trumperi",2
"truth_",2
"turban",2
"turbot",2
"turf-stack",2
"turnpike-road",2
"turtl",2
"twelve-month",2
"twelvemonth--",2
"twenty-seven",2
"twenty-thre",2
"twing",2
"twitch",2
"tyrant--",2
"ult",2
"ultimatum",2
"unaccount",2
"uncouth",2
"understanding--",2
"une",2
"unexpected",2
"ungal",2
"ungratitud",2
"unit",2
"unperceiv",2
"unseason",2
"urchin",2
"us.--",2
"usquebaugh",2
"usual.--",2
"usur",2
"vacil",2
"vacuiti",2
"valuat",2
"vant",2
"vaunt",2
"veal",2
"veget",2
"veloc",2
"vener",2
"vigil",2
"virul",2
"visit--",2
"vista",2
"vivre_",2
"voice--""",2
"voir_",2
"volcano",2
"voucher",2
"waif",2
"waiting-woman",2
"walk.--",2
"walnut",2
"waltz",2
"want--",2
"washerwoman",2
"washing-bil",2
"water--",2
"wave",2
"way_",2
"way--let",2
"ways--",2
"weakness--",2
"wearer",2
"weathercock",2
"weaver",2
"wedding-dress",2
"wedding-gown",2
"weeks--",2
"well.--",2
"wet",2
"whirl",2
"whole-length",2
"widow--",2
"wile",2
"wind.--",2
"window-seat",2
"wire",2
"wished-",2
"wishes--",2
"witch",2
"withinsid",2
"wives--",2
"woodhous",2
"words--",2
"words--""",2
"work-bag",2
"work-box",2
"workman",2
"workmanship",2
"world--oh",2
"worst",2
"worthless",2
"wreath",2
"writing-box",2
"wrong--",2
"x----",2
"yarn",2
"yearn",2
"yes--mr",2
"yew",2
"yield",2
"youngster",2
"youth--",2
"zealot",2
"zenith",2
"zigzag",2
"zoophit",2
"_--",1
"_'mon",1
"_abide_",1
"_accident_",1
"_accidents_",1
"_accommodation_",1
"_accustomed_",1
"_adair_",1
"_addition_",1
"_address_",1
"_admiration_",1
"_advantages_",1
"_adventurer_",1
"_affair_",1
"_affluence_",1
"_after",1
"_ah",1
"_air_",1
"_aits_",1
"_alive_",1
"_amore_",1
"_amuse_",1
"_anacreontic_--song",1
"_and",1
"_and_",1
"_angel_",1
"_anoth",1
"_answer_",1
"_antipathies_",1
"_any_",1
"_appear_",1
"_appointments_",1
"_approfondied_",1
"_appropriation_",1
"_are_--",1
"_art",1
"_arte_",1
"_ass_--damm",1
"_assistance_",1
"_assurance_",1
"_attentions_",1
"_attomy_",1
"_attorneys_",1
"_aux",1
"_avoid_",1
"_b_",1
"_b.""_",1
"_back",1
"_baronet_",1
"_beauties_",1
"_beaux",1
"_before_",1
"_beggar",1
"_behind",1
"_bel-esprit_",1
"_belier",1
"_believe_",1
"_belinda",1
"_bell",1
"_belles_",1
"_below",1
"_bergère_",1
"_beseech_",1
"_besides_",1
"_betters_",1
"_blank_",1
"_boiled_",1
"_bon-mot_",1
"_bona",1
"_boulanger_",1
"_bounties_",1
"_braving_",1
"_bread-seals_",1
"_bride_",1
"_broad",1
"_brother_",1
"_brutal_",1
"_bud",1
"_but",1
"_but_--oh",1
"_buts_",1
"_calm",1
"_cap",1
"_caravan_",1
"_case",1
"_cassock_--conclud",1
"_catch-match-maker_",1
"_cause_",1
"_cavatinas_",1
"_certain",1
"_chapeau",1
"_character_",1
"_charming_",1
"_chateaux_",1
"_civil",1
"_clarenc",1
"_clerk",1
"_cloak-words_",1
"_colin",1
"_commit_",1
"_committing_",1
"_compani",1
"_compassion_",1
"_competence_",1
"_compliments_",1
"_con",1
"_conditionally_",1
"_conduct_",1
"_confidences_",1
"_cons_",1
"_consideration_",1
"_content_",1
"_conversazione_",1
"_conversaziones_",1
"_conversaziones_--",1
"_cordage_",1
"_coronet_",1
"_corps_",1
"_coterie_",1
"_count_",1
"_countenance_",1
"_countess",1
"_coup",1
"_cousin",1
"_crammed_",1
"_curiosity_--(",1
"_cutting_",1
"_d'aller",1
"_d'avance_",1
"_dasher_",1
"_dashing_",1
"_daughter",1
"_daughter_",1
"_daughters_",1
"_de",1
"_dealings_",1
"_debts_",1
"_decencies_",1
"_delightful_",1
"_desert",1
"_devoirs_",1
"_die_",1
